soil_moisture,temperature,humidity,rainfall,irrigate
39.963209507789,35.94485142059236,33.884969662896474,15.572453554086541,1
86.05714451279329,31.082890990323612,60.64257105337686,14.375456328891929,0
68.5595153449124,24.285828488589832,85.47093769073062,0.7692619741930706,0
57.89267873576293,39.41385059120846,74.91686648071709,10.237434828784691,0
22.48149123539492,35.54193517661638,80.49208608960873,11.405868563575712,1
22.479561626896214,19.87850818034674,69.4087525033038,11.964683426907015,1
14.646688973455957,42.32781553481527,71.92074233883893,17.40517107681997,1
79.29409166199481,39.67611728769507,83.68967386739894,16.008076401806353,0
58.0892009394567,43.49399739875772,38.72510066443894,18.23715278380334,1
66.64580622368364,36.7715852516508,56.70687227323553,22.94649784626385,0
11.646759543664196,33.402455878073695,36.59070813647017,24.389572161482803,1
87.59278817295954,27.547291088718566,94.07510059974852,21.543692286794833,0
76.59541126403374,42.9818545006204,90.804450476496,28.665710878648042,0
26.987128854262092,40.98191668501225,22.957010852637943,0.5469774802908489,1
24.54599737656805,16.356560103185682,72.91813793867664,5.873339570506383,1
24.672360788274705,15.79100923491756,89.39362380617494,0.2268862493442636,1
34.33937943676302,26.293901006341486,33.543150884550016,19.42424142463809,1
51.98051453057903,39.31659992345499,62.59589229144721,26.94091646849961,0
44.55560149136926,44.618283879448335,88.66162231910315,7.304468897288978,0
33.298331215843355,19.512506733105845,22.545948393934914,27.8110363438892,1
58.94823157779036,32.82392146056405,72.30652004351299,1.8080217086868255,0
21.15950885216335,26.426725698930646,42.3011755529413,28.03308080416543,1
33.37157188281745,44.09743193443809,89.32971465323978,10.548680617189031,1
39.308947463495336,40.263567694071256,92.82936838740258,3.0426248534764957,1
46.48559873736288,40.149861141334135,90.81998668350754,14.576152775589769,0
72.81407691144109,29.06079479384911,55.566066249309785,7.7032970316152385,0
25.973902572668777,27.444585070129953,84.65319882419851,8.546187058857685,1
51.13875507308893,23.20221215792119,83.34120489013029,9.218698947788598,0
57.3931655089634,16.691264899527813,43.932535493244174,24.090776934979903,0
13.716033017599818,40.9416712876516,82.16866056130081,16.174838300257633,1
58.603588152115066,39.387030273902326,22.775572603661946,9.33923097468011,1
23.64192989498332,44.991530198583916,64.72024088615399,18.31001349932755,1
15.204127438822361,44.89910511221716,37.25066279657773,21.484520226695807,1
85.91084298026666,31.662951168078823,29.04251643329591,8.178720022006013,0
87.25056264596475,38.06962245541531,25.771490122190688,12.406473045760546,1
74.67178784931689,43.34297189647284,72.22165819086048,3.656582800108427,0
34.36910153386965,40.48942172032234,45.49062228260496,5.4344804860404095,1
17.81376912051071,22.42044305229593,74.35750786465711,20.433535618949485,1
64.73864212097254,28.516324059302804,24.901725559920678,5.443150430868808,0
45.21219949916811,18.87478245454485,43.64677533729578,15.754901510011805,0
19.763058787582306,43.621530817761666,60.461846928150294,21.27138785167298,1
49.614152808901615,33.1852390335264,79.30423736292227,3.206307692842315,1
12.751081689217472,21.85928416510388,43.90643771990524,17.019366588867108,1
82.74563216630257,35.15102053217571,66.94185323277569,7.696883511040912,0
30.702398528001353,33.543847213736875,86.44833111771403,28.887806257127394,1
63.00178274831856,25.744881540985215,66.18973911367284,14.506369401597741,0
34.93688608715288,18.40672776598887,37.47196060652253,24.179776493254742,1
51.605441694224865,35.14719586778399,21.830058616740352,16.506796264687853,1
53.73682234746237,30.6092310271138,85.25741554256975,1.302375985644575,1
24.788356442042165,38.16955175206918,21.595205813779035,18.994541267820672,1
87.56677022116469,30.604905033359803,85.60262545131495,28.54210026619971,0
72.01062586888916,40.5654450095562,59.670285052040896,18.048354604389935,0
85.15991532513513,31.557205163234567,90.43007738846721,24.575665782803707,0
81.5861880342119,31.828139146061588,79.90874268302491,26.526193900452235,0
57.83199830488681,41.29960807975035,94.84505829000031,6.842393158467974,0
83.74993880184934,27.104485986371913,46.30338615887826,6.361345197246799,0
17.07940016415356,19.02045685351922,77.53912166983451,18.32942966552975,1
25.678628993531618,15.863480289400169,50.144818520693164,12.330854094201142,1
13.618183112843045,37.65411767020857,55.990671522793164,25.19583908600161,1
36.02642646106115,33.60928654060394,67.06290974137775,27.000693701940335,1
41.09418317515856,36.12239304297671,85.52578356397541,10.602641379081543,0
31.70792254191167,21.388924845267322,93.80626018994714,7.106116769234462,1
76.29900073215435,19.09114426760309,77.62050603983886,23.415765457315853,0
38.540266135487144,15.436339970036459,51.33250866255003,8.244181066444083,1
32.47476077499046,25.51762676419791,51.601775170780265,24.67842955541035,1
53.41568665265988,32.69753060563899,75.31867261916686,12.712147609462885,0
21.27393799798101,26.76732135299197,37.908285932622675,20.026496978744113,1
74.17575846032318,28.124247660711873,28.285558484854597,2.8660594150400454,0
15.964051494381666,42.12476083481245,46.59666182305824,18.71577974029719,1
88.95095492804138,25.44766401069901,41.54292437405613,13.553030362116873,0
71.77958154373259,30.419684674794325,42.223109034199254,17.59825389526422,0
25.897254522733792,38.50959038223429,37.52058132874325,5.040426232345903,1
10.441769369888192,26.896283469638107,23.15698922272714,22.106212348325464,1
75.23691427638673,33.662601006836205,21.340545105006036,25.883912326296855,0
66.54858750780937,40.87091126240236,94.07917923020237,6.50219400272327,0
68.32057344327899,43.485618709729266,52.082985030189676,2.871436665604852,0
71.70162773487566,19.41220442787114,48.82449853697612,0.7091575813900919,0
15.923572138727229,42.79762875484484,70.97354620198024,19.25914501329798,1
38.67725828354181,29.763488792386145,36.369041589879814,18.212821082663424,1
19.269524762010377,22.74733164896875,91.2470887962669,16.4009223814221,1
79.04827407004748,28.77407268714784,78.9758760811664,6.958412883479262,0
59.86385014620463,44.40097725856431,26.705825173419463,11.72717987716544,1
36.471841988211935,29.77854281978609,51.31855818386963,17.834290055585193,1
15.08466802288189,24.862548308625247,85.93387306716235,14.903005765775081,1
34.878585737252976,34.00202562950177,90.85490167185577,29.63356560644662,1
36.014665762139764,22.204368563345792,55.05511334374023,4.093192576701994,1
68.36849426704512,17.275899843259918,66.00585419080308,20.854336621427812,0
61.00459770841705,18.866391657319475,32.52754595690564,12.129563043128764,0
80.97701940610612,18.841375168733173,94.33764696027325,12.845988447768443,0
47.777194012955945,19.55708080536883,37.37537760375825,21.527932969745287,0
19.567539675064136,19.164815179482304,90.70488306013442,20.77308453973109,1
67.0595829778396,34.226242344096434,68.72349867442763,29.73767981106565,0
70.8628038893518,20.456402531974344,65.58025961591443,3.851828683623757,0
54.9021758055597,25.370018499715897,58.45163832623815,3.1232894815249903,1
71.67737439636488,41.90365229718036,37.3002358788319,21.730164513862235,1
49.50364770915126,29.218849207886173,33.23960240041312,17.351607510192274,0
51.818626350559526,35.02673215563081,36.53646568026315,8.224819996794176,1
44.20328146868397,20.169596136048895,33.98286966081909,2.382581069669598,1
12.033530139527615,20.768670564260123,78.4688355175065,2.569747487892916,1
18.631314159464356,16.226058487994365,46.25939443750475,26.825726239923547,1
12.51433485493874,20.068051892164938,24.338200742254728,5.756019741562287,1
60.91283290110243,23.35771017095876,92.68269726056084,9.701146863465622,0
35.148478486106136,20.310314528302406,86.28394137225693,6.799692066809641,1
50.685655293176225,17.661076012711668,89.58142123964097,10.649889174958119,0
82.60531791408744,18.619076133018023,94.61808669848264,2.082715282382801,0
29.943378331909997,28.823363040981775,33.04214369146155,15.57179372724811,1
42.830633842850375,21.190011552173775,49.7181514176994,2.028376907766447,1
70.4440910834439,25.928095831442263,76.86788567780684,24.010695234670848,0
28.303853239329797,30.10251812564571,72.20154635403442,7.011362457312991,1
16.158392786303438,35.71184485888096,31.54219297548913,16.200357438135317,1
33.180116233101444,16.179364195232967,81.18748437429633,26.402372626843746,1
22.897702980320354,38.98231196727128,36.83304288774955,19.526321071415826,1
84.37581218740584,33.83701168472723,36.78632111169673,15.988733596540058,0
74.64963036515336,17.452770958466157,60.273081717006015,9.730012593461268,0
60.67230052083388,41.20735872320331,64.47049511312774,9.990057391745937,0
79.71684721501742,42.626172015954396,63.50646558783584,20.084608655945704,0
74.29376615192916,16.832338795645914,26.861512804831616,29.824180836635026,0
24.925604710882865,23.30632944441611,85.80956469727853,19.855175695481357,1
81.40471987919823,39.18603839379184,39.920003194152955,16.733502521100746,1
53.147379353252056,37.447790711509754,29.713619096210312,21.919515307177384,1
74.595212413125,20.53563058069132,86.65610599017329,13.956168368511545,0
81.68730399387945,21.28047970010131,91.67386236723151,1.8042702780235564,0
35.44027799774911,26.11416308374146,84.6595712949088,16.868904476337296,1
18.80415396221414,29.53568955573064,80.71370560436586,28.728758535161408,1
28.234813003355335,33.54764314590888,69.14314854792663,5.259088270729789,1
44.1686230901005,26.067409187093173,61.31430279568545,20.700146724619973,0
75.44118127379944,28.876041483994435,26.524006993355762,6.028010659771694,0
